sleep_hours,productivity_score,steps_per_day,calories_intake,weight_kg,caffeine_mg
,58.57228787327626,6174.083420707158,1323.0141481140722,50.0,55.33931898673799
9.222733821410724,77.98718735659075,8541.146473954937,2611.8201277842454,50.18720145309059,0.0
6.983803330314479,67.72311744520339,,1936.7968405684041,53.066783300207945,128.4474532444354
5.73074688525292,64.4642022045948,6370.999130985458,1829.247572021032,55.6304518662879,207.40338046367697
7.987053894523827,85.75050119307917,13359.860223313313,1595.158249895933,50.0,270.1885641676822
5.534987620034773,69.76147105350826,9584.797555795029,1338.0573312536922,50.0,155.92758243358202
7.250636314005707,94.31649913591797,2937.143533355982,2329.2682335847658,57.41667518797151,280.2892436457033
4.64839585134427,51.09129928243955,8466.135786923569,2029.3271868753616,50.0,39.591883342808686
5.406176741321883,70.7235217812916,6345.53383807903,1484.0156401035783,50.0,13.729404851587617
7.236233483042948,76.07217566710172,10131.08333699056,1481.9684911745535,,
7.886159895994492,82.34300677620183,6018.698153918249,1865.6861202839486,61.779824669819355,180.7252359151446
7.2056419374279645,83.0539401664748,7713.158896332752,2667.608610115757,58.14714366254525,147.38442015247256
6.861222061134112,62.18555619430629,9262.468197451142,1896.163459454558,54.25366338443446,0.0
6.6386755652928535,77.17744326639883,10164.387985425303,1398.7428187527576,50.0,142.87039683897692
5.225773611559087,64.05553253384731,4999.2589823605595,1901.7027743656222,54.45840831914253,45.64243995961175
6.1361869499263495,76.86394592881538,7163.746910397629,,56.3636061870481,203.57380390640307
6.447233474848255,76.37658579098452,6812.63672209761,1200.0,50.0,179.32785968774786
8.2685466714627,100.0,6366.67691856572,1978.282053392875,50.0,74.80961709381158
7.412341947482154,72.63885120927432,12413.635600702743,1907.6261879165288,,108.89064661306452
4.884351813564719,57.01602278884029,9012.454277402388,2278.4825459253675,60.723565905738084,
,73.69785053478878,4847.790114162387,2739.582437978138,62.475490576946434,144.98567221814625
6.53790126350042,71.57593219692346,10294.65486763694,2450.626011819103,55.94454750756088,226.41138564009907
6.1876935996328495,64.16132206813964,,1892.4445237780678,50.0,
7.734011546609041,91.6259131657575,10581.163151377867,1557.389636503332,50.0,190.32372124142756
8.237199426995142,94.01461226179585,4201.575085114966,3029.343921299944,67.29823865869979,107.57939053020473
8.117536142939437,76.7363517102112,6789.414817834371,2023.6873736057953,50.74200941682774,86.57017341901246
5.992938972132833,63.54191638407224,11167.277872966557,,50.0,141.43757120363537
6.628945148978542,75.56041377115599,6230.826335953048,1990.3499651559987,60.40160517423923,67.18061420645007
7.397516117684277,73.13855401902465,9109.54857036557,2079.233904307142,54.00448476910952,105.70805557222543
,85.71247251511184,9936.585133573342,1942.255835230423,50.0,54.169768592892126
6.424990914585652,79.38866997332364,5682.673821054793,1770.5351972479054,56.580905188634404,307.17801063331115
6.77720922800342,63.1219349727748,7851.186609845499,1781.256423503843,50.0,152.82108415773828
5.672398031192766,79.23508857861488,2000.0,1986.8986919136007,66.58661280482373,94.02195936059314
5.564552051103195,82.76788547714548,5439.030896664275,1782.630091546494,50.0,167.11839285873776
7.975030986873038,77.17828907810514,7368.579621517099,1714.8616869291343,50.0,141.01375602473362
8.627488034284987,82.63298868734232,4880.542045087876,,51.59170255215857,132.32243203734217
6.913587854103599,79.74245033052505,12081.028259829089,1898.009113031658,50.0,199.13333600347403
8.204239477470429,88.2191096888323,4424.6465550984185,2601.5971954330753,70.38633044944187,210.60061680378442
7.433963230057161,83.09893080746035,6899.88878325754,1200.0,50.0,107.5599081911578
6.225856294473851,86.55481029942669,8326.851443215228,2436.602740768985,58.48147513305856,103.9345407484256
7.433674726610096,77.02634646654425,11603.183222665288,2498.4340769990517,52.341831195594764,127.99586422786848
8.845643879759162,76.68748532224734,4410.3446220514015,1200.0,,0.0
6.957008753068058,61.5710401450156,10907.909380387398,1862.9249623678604,50.0,28.784715024115826
8.877572386976807,85.19849224419235,8025.582652548967,1851.4236536016833,,259.349941395562
4.0,62.18290672941271,5546.228372380123,1436.9953221128715,53.90593540401997,281.5974170801027
7.986283005250269,96.17647444470862,9155.258685658177,1688.8733249636498,50.0,130.07711683548973
7.104456481885806,,8497.649238933674,1555.7696618136686,50.0,196.1245570444613
6.641191179440959,76.88445106066143,6499.457807103014,2700.908177369449,60.52113561294931,174.9000123634829
7.110112931842603,84.41860836276616,8174.505212475047,2374.2713572589846,63.7332974215668,396.31046467641903
4.614917302478929,74.38362978990122,7036.7160078456,2508.6220379976635,63.79949915477103,239.56599291476613
6.736393734594985,94.82681959500505,8283.79336312812,2288.668825617294,53.29507519067604,139.76659268153867
7.4285350858140955,72.53096327408097,9655.326686302617,1548.3792915131085,50.0,73.55676475196594
8.77347285368982,79.36985041337496,11965.04204036338,1790.1918934880905,50.0,
6.378075738071623,81.61005417106365,4905.461252932877,,69.3745459322989,166.27709086937784
6.029807676528175,74.31873618749721,,1511.148876443222,50.0,89.49194037725573
6.397891547698556,84.24759898904519,,2285.199372068955,64.8929299489922,36.21970323218606
8.09848254124249,86.21054580788059,7620.537262411041,1903.869840736746,56.567049465383604,98.27416926059787
7.394501331591622,73.39695605457871,,1850.071676980161,50.0,63.47615971084841
6.364287755479554,81.46010510258995,8702.479669337581,2284.3839872813965,53.06367761426687,284.97133080580517
,91.18108957975811,6443.251200448515,2177.7053245944157,55.48583784903532,220.53118055595604
7.116493059217649,83.74368146572493,7479.694374106812,1855.613533672368,50.68981454583788,149.3621886946706
8.162373988639468,91.08430211403125,6767.497663352918,2463.7319213456994,59.22742537856982,268.3955311112021
,80.16429917915059,6526.588107639471,1567.574668960041,52.659161584246185,156.18946461180946
6.606805424082678,81.42811518487362,10124.005242552561,2246.3742427777056,52.030212478540115,81.09726389373891
6.52947021624141,88.38959101119588,8892.538714912618,2237.2405031873536,57.17127835195721,271.8499261815726
5.243782062241458,72.44575557900907,6267.726011848365,1876.181424274404,,193.1128034947727
7.355344332477491,74.80573058194662,10248.999688583128,2130.453208896847,50.58511492546793,67.02030765388349
7.313266326615867,79.09649462376113,8768.248802191523,1499.5545694458788,50.0,134.77290575331133
7.006136147970953,84.08740481176916,10032.1552970974,2369.6108076827604,57.96873512005943,79.95053972921943
,64.95676791748664,9574.07210480903,1926.0391454228043,,39.37602152285311
5.301555109539503,71.48154324229617,5927.51247269482,1790.9107917923843,,224.0942038025313
6.495225612681569,74.90724311459884,6599.547399507576,2419.603690334756,,302.75333123761044
6.588742580167876,70.90585188731986,9868.234012808154,1718.2625237828963,56.25867279008616,38.1145940944687
,82.3023447305201,9525.925663583663,1436.6154814545762,50.0,195.03753893524566
6.806457146000789,75.30599325427158,7947.7460150896295,1377.3483305904385,50.1474750281384,97.94859447025385
7.484861028177446,78.6115576332786,8293.318458271955,2242.403980538256,50.0,111.02996929882431
9.263423081452636,77.77994394270317,11194.162239471061,1487.828259001487,50.0,102.60848606089047
7.209493375398207,81.65341093337544,6521.071527910425,2701.9176727937456,57.37432696579102,80.88073842561472
7.309060468867317,83.63468816940009,9367.743452925095,1200.0,50.0,153.88173023558616
6.910664901080599,91.27574691354079,7494.518368915265,2678.5825473160153,70.47136978375322,83.52399068711698
4.69747454164115,60.87171775209451,7455.796991931949,2084.4069868810475,52.87577635085791,171.6365460623871
6.96818334946094,77.94173125539922,10746.942129967974,1961.314755251843,50.0,145.98095124406905
7.072276251929232,78.35525166878205,10063.540872470076,1782.03236527642,50.6394157280557,130.88415625068723
9.955890534982343,100.0,10033.774090001596,2159.654445740828,53.34360165375057,77.39490703667217
6.769166842262653,72.96838560111631,11263.697017885823,,,103.85829355453339
7.361856810800335,82.71625201294654,8052.509604081898,2441.3207528066087,59.041889639887586,210.4312980660605
6.958345876353708,,9704.88242823741,2045.691059464816,62.008046997413054,190.07337500995047
5.597586354856562,67.23225852687372,7224.33310851636,2060.120704584751,53.59685480707454,71.79558041611591
8.371387377418024,81.39525288113406,8810.415881221104,1854.5551151144577,50.04453279311667,157.94658443433806
7.902319639224129,85.26996687462353,7674.642364080789,1977.221750511573,,210.11096986974312
7.949238336451656,86.77791134289681,8242.489912481795,2123.1207075568236,58.641343286749105,16.447577510290273
5.908735054246313,63.044352391901235,9487.892563592284,1315.9326429373498,50.0,193.4688153903948
8.683353173123319,86.07357941044488,5954.448291916318,1460.7258311577148,,96.99009928433227
5.317778724649263,62.17514263300577,13230.96818921365,2297.305637609086,50.0,195.64789348745273
7.7042285125603245,88.45392213105865,5484.956546250745,2068.3461752511766,64.75987694514349,88.93926747659864
,75.7540682259668,,1926.4066654589283,50.0,5.60943194683847
5.8113564098431745,60.99066182996676,10895.27718375017,2007.3735732261573,50.0,19.796604969346987
6.320442724476674,75.55575521936352,9979.15673490734,2139.0326821446683,50.0,153.84679573291055
7.11958163810517,90.3650160666373,9560.299542630388,1784.0961278762554,50.0,170.77780013771854
6.395829215060561,70.17861330152888,9570.8637731607,1688.678109839075,50.0,77.65466999164731
5.139203882720641,62.426248983843955,7969.3830678827135,2078.3381020390725,54.59276869989617,201.08739670218992
7.082275569767233,88.05526182468262,5756.864071285421,1608.6508889539873,52.77811833169614,17.078395018483207
5.725235543528674,57.10871054108853,8189.5113954843155,2163.3011022857886,61.743902479496214,
7.568310916762218,59.41297896818275,6307.095721219721,1318.9665583048638,50.0,53.118704019003474
5.896690918919436,71.83585445521811,10437.799333544379,,,97.85311137582727
8.859921286021047,83.75685073246478,7632.356546244653,2189.0389929652174,59.640368937657406,153.79189370531313
6.060096049196516,60.62572168145191,5936.2570080187215,2102.4118937255503,62.27190965730172,81.16693077728381
6.6135261805531895,78.92507535556238,7196.535395867517,2393.0763935782056,51.78407455345222,119.23555646161397
7.9762206608436035,86.72283241734587,9032.32863568906,,61.432784729136074,230.50342473715523
5.522962820279254,61.74060738892614,6590.688617990063,2405.748026007252,62.48880709665642,103.8486504381481
7.272951921524955,69.90093740873891,5944.4490110839215,1263.650307467342,50.0,216.85536896521134
8.568571305138914,90.17979000589635,8609.218028729782,1488.1692133057195,51.82273758313206,59.62345162739055
5.071020118526527,71.39926016182513,8612.416427771806,1750.0725689217284,50.0,192.38433423322263
7.221560630238765,80.49572156077649,6732.642061572175,2010.4364200843336,54.65415621601145,265.32548965263203
7.311859353098108,88.64425208696998,6822.404235954193,2207.063608187649,55.385797822901154,0.0
7.938187446132773,71.65589793305827,,1709.7024747386138,50.0,86.24837956236186
5.515659146946302,56.77472661951319,4379.7891462566895,2074.706705790831,52.84542131562893,196.1657701744432
5.415452064298869,60.970138900240066,4481.340564058612,1697.846827058671,50.0,133.7563691165606
7.626329878740277,80.78404123768881,6203.88944686891,,59.73140569146015,
7.356381607879824,79.1354407937425,7466.382120720382,1437.335561260711,50.0,
7.300591420415052,76.58147554957462,8777.26891399501,1630.7067015556383,50.0,156.927182997832
7.415737851396371,81.43724491555162,11688.39054237388,1459.3261577534665,50.0,137.54582116863364
6.183970334105811,64.39418355909486,10144.149058005049,1609.6506988090669,50.0,243.42256493278458
7.2787044365932045,90.33295347606821,7600.153675091432,2421.456718643136,51.04180114404298,
7.351686967958417,78.76315876959043,7952.4594802432775,1620.240444467223,55.7242719139236,177.00821296601617
6.142778298368358,79.30653172422126,5493.6765884054785,3052.9528259349563,73.44400447532442,117.04984271020261
9.238929413373707,91.50512431348989,7953.717160019025,2197.327160352356,50.99659845831112,110.99150207420053
7.568599505094145,82.52748313302806,7278.353402699654,,,115.39534497443033
5.570435803356822,,8806.796400845224,1656.6568879275146,51.57851548882031,
7.787864330360596,83.79849170833346,5931.922641119192,2280.123951763597,56.839446541941264,116.32124153437897
5.8303819957272145,75.31953370985502,9298.366285602931,1769.7448695048904,50.0,173.18198855171303
7.944501524490942,97.78119130475415,11831.847282506444,2048.803925858145,,316.0320638916351
8.390314694808884,88.50475681470112,7728.099628857856,3024.033815307518,57.74839400658546,219.68997627453538
6.015181217977948,75.48066089137298,9004.279305247353,1961.57604011014,50.0,123.9181174265727
8.156051355093187,,9725.359979277782,2459.7093305142703,60.04132415730276,246.09711377311558
7.4953371123237975,,6996.948820285409,1718.729429949645,62.32809196066398,117.35397015827589
7.986472191993388,72.50769473548617,8560.231204526042,1986.0046038012154,57.91307253137811,0.0
9.276151579184736,,8031.4810019544875,2708.320254254204,63.27216714838051,
6.705534260796555,69.92204134916253,8244.19024637208,,51.59804446138703,0.3366463179315531
6.095516602771013,58.78326643798256,6067.4755403613335,2724.9794231987717,,121.87892127669531
5.932582684449372,71.16453553603746,8061.275435647357,2283.10077418219,59.099939085649076,151.47347033516414
6.021027658041474,69.20120223791048,9244.995728113625,1775.0132896422929,50.0,284.11498498202263
6.907477948703075,83.45464178116224,,2252.9630956222086,50.11477413799447,176.154189901133
7.409382369779973,73.20946111511944,10398.177065213018,2389.021779850692,52.758030120891156,132.47195769529085
7.332028959196023,76.91327968429827,13382.95614377889,2248.7239848868785,50.0,216.35244649467913
7.992619898843229,62.83939354549512,6081.631092779877,1371.9101120438174,50.0,
7.015602270253488,73.54063800698887,10180.801591801695,1709.1451296700525,50.0,168.84916464868527
8.744240892588781,69.42448720782977,8458.35501434588,1900.9925457793981,50.0,
6.682411800114453,58.37464122292932,13474.507333044181,1970.2266283599815,50.0,31.713100337612673
10.0,100.0,5979.254286612121,2248.268839020271,52.49239805224621,241.50032345655433
7.750800817318007,88.1035975511013,5900.69539454806,2071.0804003733015,,
5.971410932300461,72.73543509472057,6501.518386389945,1465.8622565159594,54.7980809303296,116.7769668879359
5.714929002326665,62.57244134758137,2690.2606892254826,2152.0791404023853,66.38114168100196,200.6225492885028
,,6685.612445798097,2244.2342981135293,50.0,331.65542862435166
6.7318446576089785,75.2987266450697,6102.168346115755,,52.58560094804366,164.54930040467963
,72.96961545104355,8375.984466190519,2432.312290221849,61.32762672331749,169.8576469040269
,90.83203115217013,8854.389939442899,2333.568861819562,50.0,113.25112803678047
6.912605304811753,80.95490366676039,12690.427098039716,2183.6720316913747,50.0,82.01245044281666
5.983847538317914,70.62817779897635,10376.059595465125,1971.9337154165412,50.849375686923565,216.42686532353963
5.182183330376962,63.75358551203674,6557.740860843993,1335.6156265936033,50.0,81.51329392729062
6.464182057519575,75.12391377802442,5753.963321629105,2171.8472876530345,57.958100000122556,155.7252989775514
8.027678553188167,65.18581449949839,9229.797928766264,2083.0750748652445,50.0,111.78740425879067
7.2569124929562445,77.21360747936403,4699.416982448394,2108.6315348781495,55.24761472510914,188.31838605971134
5.505113465545614,62.875595861979974,12578.646914635883,1489.3005696718762,50.0,176.69296842295586
7.207817111021418,72.22403845318813,10948.600301803217,1567.577383836695,50.0,233.00319554063194
7.4623808556746045,,6827.060869738238,2421.2611413331615,61.016916081192576,109.19868809162024
5.939371076558641,83.87001882944394,3717.163677272806,,58.13620075094544,128.4100051765303
7.184470127134634,80.38453073506633,,2272.60027894905,52.95663171635403,71.69890273741541
7.0698504621352,71.28336703036615,7713.650386868455,2011.3273504521844,53.68502329544683,114.45653919391107
5.628435642603252,73.75679728977643,11094.540779933654,2011.902455798298,54.32172044954832,180.18403944358818
